,sale_year,sale_month,license_id,license_name,billing_period,n_cancel,n_purch,cancel_amount,purch_amount,freq,revenue
70,2020,dec20,3319,smart,year,1,0,20.0,0.0,-1,-20.0
71,2020,dec20,3321,enterprise,year,0,1,0.0,18.99,1,18.99
72,2020,dec20,3331,enterprise,year,1,0,18.99,0.0,-1,-18.99
73,2020,dec20,3331,smart plus,year,0,1,0.0,15.99,1,15.99
74,2020,dec20,3336,smart,year,1,0,20.0,0.0,-1,-20.0
75,2020,dec20,3338,enterprise,year,1,0,18.99,0.0,-1,-18.99
76,2020,dec20,3338,smart plus,year,0,1,0.0,15.99,1,15.99
77,2020,dec20,3341,smart,year,0,1,0.0,20.0,1,20.0
78,2020,dec20,3350,enterprise,year,0,1,0.0,18.99,1,18.99
79,2020,dec20,3354,enterprise,month,0,1,0.0,10.99,1,10.99
80,2020,dec20,3356,smart,year,0,1,0.0,20.0,1,20.0
81,2020,dec20,3357,smart,year,0,1,0.0,20.0,1,20.0
82,2020,dec20,3368,enterprise,year,0,1,0.0,18.99,1,18.99
83,2020,dec20,3370,smart,year,1,0,20.0,0.0,-1,-20.0
84,2020,dec20,3374,smart,year,0,1,0.0,20.0,1,20.0
85,2020,dec20,3380,enterprise,year,1,0,18.99,0.0,-1,-18.99
86,2020,dec20,3386,smart,year,0,1,0.0,20.0,1,20.0
87,2020,dec20,3389,smart,year,0,1,0.0,40.0,1,40.0
88,2020,dec20,3394,smart,year,0,1,0.0,20.0,1,20.0
89,2020,dec20,3396,smart,year,1,0,20.0,0.0,-1,-20.0
90,2020,dec20,3398,smart,year,0,1,0.0,20.0,1,20.0
91,2020,dec20,3401,smart,year,0,1,0.0,25.0,1,25.0
92,2020,dec20,3405,smart,year,1,0,20.0,0.0,-1,-20.0
93,2020,dec20,3409,smart,year,1,0,20.0,0.0,-1,-20.0
94,2020,dec20,3412,enterprise,year,0,1,0.0,18.99,1,18.99
95,2020,dec20,3417,enterprise,month,0,1,0.0,10.99,1,10.99
96,2020,dec20,3422,enterprise,year,0,1,0.0,18.99,1,18.99
97,2020,dec20,3424,enterprise,year,0,1,0.0,18.99,1,18.99
98,2020,dec20,3426,enterprise,year,1,0,18.99,0.0,-1,-18.99
99,2020,dec20,3432,enterprise,year,1,0,18.99,0.0,-1,-18.99
100,2020,dec20,3438,enterprise,year,1,0,18.99,0.0,-1,-18.99
101,2020,dec20,3444,smart,year,0,1,0.0,20.0,1,20.0
102,2020,dec20,3446,enterprise,year,0,1,0.0,19.99,1,19.99
103,2020,dec20,3452,smart,year,0,1,0.0,20.0,1,20.0
104,2020,dec20,3464,enterprise,year,0,1,0.0,18.99,1,18.99
105,2020,dec20,3470,enterprise,year,0,1,0.0,18.99,1,18.99
106,2020,dec20,3473,smart,year,0,1,0.0,20.0,1,20.0
107,2020,dec20,3476,enterprise,month,0,1,0.0,10.99,1,10.99
108,2020,dec20,3477,smart,year,1,0,20.0,0.0,-1,-20.0
109,2020,dec20,3481,enterprise,year,0,1,0.0,18.99,1,18.99
110,2020,dec20,3486,enterprise,year,0,1,0.0,18.99,1,18.99
111,2020,dec20,3488,smart,year,1,1,20.0,25.0,0,5.0
112,2020,dec20,3490,smart,month,0,1,0.0,3.99,1,3.99
113,2020,dec20,3494,enterprise,year,0,1,0.0,18.99,1,18.99
114,2020,dec20,3498,enterprise,year,0,1,0.0,18.99,1,18.99
115,2020,dec20,3504,smart,year,0,1,0.0,20.0,1,20.0
116,2020,dec20,3507,enterprise,month,0,1,0.0,10.99,1,10.99
117,2020,dec20,3511,enterprise,year,0,1,0.0,18.99,1,18.99
118,2020,dec20,3515,enterprise,year,1,0,18.99,0.0,-1,-18.99
119,2020,dec20,3522,smart,year,1,0,20.0,0.0,-1,-20.0
120,2020,dec20,3525,smart,year,0,1,0.0,20.0,1,20.0
121,2020,dec20,3527,smart,year,0,1,0.0,20.0,1,20.0
122,2020,dec20,3534,enterprise,year,1,0,18.99,0.0,-1,-18.99
123,2020,dec20,3536,smart,year,1,0,20.0,0.0,-1,-20.0
124,2020,dec20,3538,smart,year,0,1,0.0,20.0,1,20.0
125,2020,dec20,3542,smart,year,0,1,0.0,20.0,1,20.0
126,2020,dec20,3544,enterprise,year,1,0,18.99,0.0,-1,-18.99
127,2020,dec20,3548,enterprise,year,0,1,0.0,19.99,1,19.99
128,2020,dec20,3554,smart,year,0,1,0.0,20.0,1,20.0
129,2020,dec20,3556,enterprise,year,1,0,18.99,0.0,-1,-18.99
130,2020,dec20,3558,enterprise,year,0,1,0.0,18.99,1,18.99
131,2020,dec20,3560,smart,year,1,0,20.0,0.0,-1,-20.0
132,2020,dec20,3563,smart,year,1,0,20.0,0.0,-1,-20.0
133,2020,dec20,3565,enterprise,year,1,0,18.99,0.0,-1,-18.99
134,2020,dec20,3567,enterprise,year,0,1,0.0,18.99,1,18.99
135,2020,dec20,3572,enterprise,year,0,1,0.0,18.99,1,18.99
136,2020,dec20,3575,enterprise,month,0,1,0.0,10.99,1,10.99
137,2020,dec20,3579,enterprise,year,1,0,120.0,0.0,-1,-120.0
138,2020,dec20,3581,smart,year,1,0,20.0,0.0,-1,-20.0
139,2020,dec20,3584,enterprise,year,0,1,0.0,18.99,1,18.99
140,2020,dec20,3586,enterprise,year,1,0,18.99,0.0,-1,-18.99
141,2020,dec20,3588,enterprise,year,0,1,0.0,18.99,1,18.99
142,2020,dec20,3591,enterprise,year,0,1,0.0,18.99,1,18.99
143,2020,dec20,3593,smart,year,0,1,0.0,20.0,1,20.0
144,2020,dec20,3598,enterprise,year,1,0,18.99,0.0,-1,-18.99
145,2020,dec20,3607,smart,year,0,1,0.0,20.0,1,20.0
146,2020,dec20,3610,enterprise,year,1,1,18.99,19.99,0,1.0
147,2020,dec20,3614,enterprise,year,1,0,18.99,0.0,-1,-18.99
148,2020,dec20,3616,smart,year,0,1,0.0,20.0,1,20.0
149,2020,dec20,3620,smart,month,0,1,0.0,3.99,1,3.99
150,2020,dec20,3626,enterprise,year,0,1,0.0,18.99,1,18.99
151,2020,dec20,3628,enterprise,year,0,1,0.0,18.99,1,18.99
152,2020,dec20,3630,smart,year,1,0,20.0,0.0,-1,-20.0
153,2020,dec20,3633,smart,year,0,1,0.0,20.0,1,20.0
154,2020,dec20,3635,smart,year,0,1,0.0,20.0,1,20.0
155,2020,dec20,3637,smart,year,0,1,0.0,20.0,1,20.0
156,2020,dec20,3645,smart,year,1,0,20.0,0.0,-1,-20.0
157,2020,dec20,3648,enterprise,year,0,1,0.0,18.99,1,18.99
158,2020,dec20,3653,enterprise,year,0,1,0.0,18.99,1,18.99
159,2020,dec20,3655,smart,month,0,1,0.0,8.0,1,8.0
160,2020,dec20,3657,enterprise,year,0,1,0.0,18.99,1,18.99
161,2020,dec20,3660,enterprise,month,0,1,0.0,10.99,1,10.99
162,2020,dec20,3663,smart,year,0,1,0.0,20.0,1,20.0
163,2020,dec20,3668,smart plus,month,0,1,0.0,8.99,1,8.99
164,2020,dec20,3672,smart,year,1,0,20.0,0.0,-1,-20.0
165,2020,dec20,3684,smart,year,1,0,20.0,0.0,-1,-20.0
166,2020,dec20,3685,smart,year,0,1,0.0,20.0,1,20.0
167,2020,dec20,3689,smart,year,0,1,0.0,20.0,1,20.0
168,2020,dec20,3694,smart,year,0,1,0.0,20.0,1,20.0
169,2020,dec20,3699,smart,year,1,0,20.0,0.0,-1,-20.0
170,2020,dec20,3707,enterprise,year,1,0,18.99,0.0,-1,-18.99
171,2020,dec20,3707,smart plus,year,0,1,0.0,15.99,1,15.99
172,2020,dec20,3712,smart,year,0,1,0.0,20.0,1,20.0
173,2020,dec20,3726,enterprise,year,1,0,18.99,0.0,-1,-18.99
174,2020,dec20,3734,smart,year,0,1,0.0,20.0,1,20.0
175,2020,dec20,3736,enterprise,month,1,0,10.99,0.0,-1,-10.99
176,2020,dec20,3739,enterprise,year,0,1,0.0,18.99,1,18.99
177,2020,dec20,3749,enterprise,month,0,1,0.0,10.99,1,10.99
178,2020,dec20,3752,smart,year,0,1,0.0,20.0,1,20.0
179,2020,dec20,3757,enterprise,month,0,1,0.0,10.99,1,10.99
180,2020,dec20,3761,enterprise,year,0,1,0.0,18.99,1,18.99
181,2020,dec20,3767,enterprise,year,1,1,18.99,19.99,0,1.0
182,2020,dec20,3776,smart,year,1,0,20.0,0.0,-1,-20.0
183,2020,dec20,3782,smart,year,0,1,0.0,20.0,1,20.0
184,2020,dec20,3783,enterprise,year,1,0,18.99,0.0,-1,-18.99
185,2020,dec20,3785,smart,year,1,0,20.0,0.0,-1,-20.0
186,2020,dec20,3802,enterprise,year,0,1,0.0,18.99,1,18.99
187,2020,dec20,3805,smart,year,0,1,0.0,20.0,1,20.0
188,2020,dec20,3807,enterprise,year,0,1,0.0,18.99,1,18.99
189,2020,dec20,3809,enterprise,year,1,0,18.99,0.0,-1,-18.99
190,2020,dec20,3811,smart,year,0,1,0.0,20.0,1,20.0
191,2020,dec20,3815,smart,year,0,1,0.0,20.0,1,20.0
192,2020,dec20,3821,enterprise,year,0,1,0.0,18.99,1,18.99
193,2020,dec20,3825,smart,year,0,1,0.0,20.0,1,20.0
194,2020,dec20,3827,smart,year,0,1,0.0,20.0,1,20.0
195,2020,dec20,3829,enterprise,year,0,1,0.0,18.99,1,18.99
196,2020,dec20,3831,smart,year,0,1,0.0,20.0,1,20.0
197,2020,dec20,3833,enterprise,year,1,0,18.99,0.0,-1,-18.99
198,2020,dec20,3835,enterprise,year,1,0,18.99,0.0,-1,-18.99
199,2020,dec20,3839,smart,year,0,1,0.0,120.0,1,120.0
200,2020,dec20,3841,enterprise,year,0,1,0.0,18.99,1,18.99
201,2020,dec20,3846,enterprise,year,0,1,0.0,18.99,1,18.99
202,2020,dec20,3848,enterprise,year,0,1,0.0,18.99,1,18.99
203,2020,dec20,3853,enterprise,year,0,1,0.0,18.99,1,18.99
204,2020,dec20,3864,enterprise,year,1,0,40.0,0.0,-1,-40.0
205,2020,dec20,3866,smart,year,0,1,0.0,20.0,1,20.0
206,2020,dec20,3868,smart,year,0,1,0.0,25.0,1,25.0
207,2020,dec20,3872,smart,year,0,1,0.0,20.0,1,20.0
208,2020,dec20,3875,smart,year,0,1,0.0,20.0,1,20.0
209,2020,dec20,3877,enterprise,year,1,0,18.99,0.0,-1,-18.99
210,2020,dec20,3881,enterprise,year,0,1,0.0,18.99,1,18.99
211,2020,dec20,3886,enterprise,year,0,1,0.0,18.99,1,18.99
212,2020,dec20,3888,smart,year,0,1,0.0,20.0,1,20.0
213,2020,dec20,3898,enterprise,year,0,1,0.0,18.99,1,18.99
214,2020,dec20,3901,enterprise,year,1,0,18.99,0.0,-1,-18.99
215,2020,dec20,3907,enterprise,year,0,1,0.0,18.99,1,18.99
216,2020,dec20,3909,enterprise,month,0,1,0.0,10.99,1,10.99
217,2020,dec20,3911,enterprise,year,0,1,0.0,18.99,1,18.99
218,2020,dec20,3913,smart,year,0,1,0.0,20.0,1,20.0
219,2020,dec20,3918,smart,year,1,0,20.0,0.0,-1,-20.0
220,2020,dec20,3921,enterprise,year,0,1,0.0,18.99,1,18.99
221,2020,dec20,3926,smart,year,1,0,20.0,0.0,-1,-20.0
222,2020,dec20,3935,enterprise,year,1,0,18.99,0.0,-1,-18.99
223,2020,dec20,3937,enterprise,year,1,0,18.99,0.0,-1,-18.99
224,2020,dec20,3947,enterprise,year,0,1,0.0,18.99,1,18.99
225,2020,dec20,3950,smart,year,1,1,20.0,25.0,0,5.0
226,2020,dec20,3956,enterprise,year,0,1,0.0,18.99,1,18.99
227,2020,dec20,3959,enterprise,year,1,0,18.99,0.0,-1,-18.99
228,2020,dec20,3961,smart,year,0,1,0.0,20.0,1,20.0
229,2020,dec20,3968,enterprise,year,0,1,0.0,18.99,1,18.99
230,2020,dec20,3974,enterprise,month,1,0,10.99,0.0,-1,-10.99
231,2020,dec20,3979,smart,year,0,1,0.0,20.0,1,20.0
232,2020,dec20,3990,smart,year,0,1,0.0,20.0,1,20.0
233,2020,dec20,3992,enterprise,year,1,0,18.99,0.0,-1,-18.99
234,2020,dec20,3994,enterprise,year,1,0,40.0,0.0,-1,-40.0
235,2020,dec20,3998,enterprise,year,1,0,18.99,0.0,-1,-18.99
236,2020,dec20,4001,smart,year,1,0,20.0,0.0,-1,-20.0
237,2020,dec20,4006,enterprise,year,1,0,18.99,0.0,-1,-18.99
238,2020,dec20,4013,smart plus,month,1,0,8.99,0.0,-1,-8.99
239,2020,dec20,4014,enterprise,month,0,1,0.0,10.99,1,10.99
240,2020,dec20,4018,smart,year,0,1,0.0,20.0,1,20.0
241,2020,dec20,4021,enterprise,year,1,0,18.99,0.0,-1,-18.99
242,2020,dec20,4026,smart,year,1,1,40.0,40.0,0,0.0
243,2020,dec20,4031,enterprise,month,0,1,0.0,10.99,1,10.99
244,2020,dec20,4034,smart,year,0,1,0.0,20.0,1,20.0
245,2020,dec20,4036,enterprise,year,1,0,18.99,0.0,-1,-18.99
246,2020,dec20,4039,enterprise,year,1,0,18.99,0.0,-1,-18.99
247,2020,dec20,4043,smart,year,0,1,0.0,20.0,1,20.0
248,2020,dec20,4046,enterprise,year,1,0,18.99,0.0,-1,-18.99
249,2020,dec20,4048,smart,year,0,1,0.0,20.0,1,20.0
250,2020,dec20,4050,enterprise,year,0,1,0.0,18.99,1,18.99
251,2020,dec20,4055,smart,year,0,1,0.0,20.0,1,20.0
252,2020,dec20,4057,smart,year,1,1,20.0,20.0,0,0.0
253,2020,dec20,4059,smart,year,1,0,20.0,0.0,-1,-20.0
254,2020,dec20,4061,smart,year,1,0,20.0,0.0,-1,-20.0
255,2020,dec20,4066,smart,year,0,1,0.0,20.0,1,20.0
256,2020,dec20,4070,smart,year,0,1,0.0,20.0,1,20.0
257,2020,dec20,4075,smart,year,0,1,0.0,20.0,1,20.0
258,2020,dec20,4079,smart,year,0,1,0.0,20.0,1,20.0
259,2020,dec20,4085,smart,year,0,1,0.0,20.0,1,20.0
260,2020,dec20,4087,smart,year,0,1,0.0,20.0,1,20.0
261,2020,dec20,4091,smart,year,0,1,0.0,20.0,1,20.0
262,2020,dec20,4094,enterprise,month,0,1,0.0,10.99,1,10.99
263,2020,dec20,4101,smart,year,1,0,20.0,0.0,-1,-20.0
264,2020,dec20,4108,enterprise,year,0,1,0.0,18.99,1,18.99
265,2020,dec20,4117,enterprise,year,0,1,0.0,18.99,1,18.99
266,2020,dec20,4122,smart,year,1,0,20.0,0.0,-1,-20.0
267,2020,dec20,4124,smart,year,0,1,0.0,120.0,1,120.0
268,2020,dec20,4128,enterprise,year,0,1,0.0,18.99,1,18.99
269,2020,dec20,4135,enterprise,year,0,1,0.0,18.99,1,18.99
270,2020,dec20,4141,enterprise,year,0,1,0.0,18.99,1,18.99
271,2020,dec20,4142,smart,year,0,1,0.0,20.0,1,20.0
272,2020,dec20,4146,enterprise,month,0,1,0.0,10.99,1,10.99
273,2020,dec20,4150,smart,year,1,0,20.0,0.0,-1,-20.0
274,2020,dec20,4154,smart,year,0,1,0.0,20.0,1,20.0
275,2020,dec20,4161,enterprise,year,0,1,0.0,18.99,1,18.99
276,2020,dec20,4165,smart,year,0,1,0.0,20.0,1,20.0
277,2020,dec20,4168,smart,year,0,1,0.0,20.0,1,20.0
278,2020,dec20,4170,smart,year,0,1,0.0,20.0,1,20.0
279,2020,dec20,4174,smart,year,0,1,0.0,20.0,1,20.0
280,2020,dec20,4181,smart,year,0,1,0.0,20.0,1,20.0
281,2020,dec20,4186,enterprise,year,1,0,18.99,0.0,-1,-18.99
282,2020,dec20,4194,smart,year,1,0,20.0,0.0,-1,-20.0
283,2020,dec20,4202,smart,year,0,1,0.0,20.0,1,20.0
284,2020,dec20,4205,smart,year,1,0,20.0,0.0,-1,-20.0
285,2020,dec20,4211,enterprise,year,1,0,18.99,0.0,-1,-18.99
286,2020,dec20,4215,smart,year,0,1,0.0,20.0,1,20.0
287,2020,dec20,4217,smart,year,0,1,0.0,20.0,1,20.0
288,2020,dec20,4219,enterprise,year,0,1,0.0,18.99,1,18.99
289,2020,dec20,4221,enterprise,year,0,1,0.0,18.99,1,18.99
290,2020,dec20,4223,smart,year,0,1,0.0,20.0,1,20.0
291,2020,dec20,4235,smart,year,0,1,0.0,20.0,1,20.0
292,2020,dec20,4247,smart,year,0,1,0.0,20.0,1,20.0
293,2020,dec20,4249,smart,year,0,1,0.0,20.0,1,20.0
294,2020,dec20,4261,smart,year,0,1,0.0,20.0,1,20.0
295,2020,dec20,4264,enterprise,year,1,0,18.99,0.0,-1,-18.99
296,2020,dec20,4266,smart,year,0,1,0.0,20.0,1,20.0
297,2020,dec20,4272,enterprise,year,1,0,18.99,0.0,-1,-18.99
298,2020,dec20,4283,smart,year,1,0,20.0,0.0,-1,-20.0
299,2020,dec20,4289,smart,year,1,0,20.0,0.0,-1,-20.0
300,2020,dec20,4295,enterprise,month,0,1,0.0,10.99,1,10.99
301,2020,dec20,4297,smart,year,1,0,20.0,0.0,-1,-20.0
302,2020,dec20,4299,enterprise,year,0,1,0.0,18.99,1,18.99
303,2020,dec20,4303,enterprise,year,0,1,0.0,40.0,1,40.0
304,2020,dec20,4309,smart,year,0,1,0.0,20.0,1,20.0
305,2020,dec20,4313,smart,year,0,1,0.0,20.0,1,20.0
306,2020,dec20,4315,smart,year,0,1,0.0,20.0,1,20.0
307,2020,dec20,4319,enterprise,year,0,1,0.0,18.99,1,18.99
308,2020,dec20,4325,enterprise,year,0,1,0.0,18.99,1,18.99
309,2020,dec20,4326,smart,year,0,1,0.0,20.0,1,20.0
310,2020,dec20,4335,smart,year,1,0,20.0,0.0,-1,-20.0
311,2020,dec20,4341,enterprise,year,1,0,40.0,0.0,-1,-40.0
312,2020,dec20,4343,smart,year,1,0,20.0,0.0,-1,-20.0
313,2020,dec20,4345,enterprise,year,0,1,0.0,18.99,1,18.99
314,2020,dec20,4347,smart,year,0,1,0.0,20.0,1,20.0
315,2020,dec20,4350,enterprise,year,0,1,0.0,18.99,1,18.99
316,2020,dec20,4352,enterprise,year,0,1,0.0,18.99,1,18.99
317,2020,dec20,4358,smart,year,1,0,20.0,0.0,-1,-20.0
318,2020,dec20,4360,enterprise,year,0,1,0.0,18.99,1,18.99
319,2020,dec20,4367,smart,year,0,1,0.0,20.0,1,20.0
320,2020,dec20,4369,smart,year,0,1,0.0,20.0,1,20.0
321,2020,dec20,4371,enterprise,year,0,1,0.0,18.99,1,18.99
322,2020,dec20,4375,enterprise,year,0,1,0.0,18.99,1,18.99
323,2020,dec20,4377,smart,year,0,1,0.0,20.0,1,20.0
324,2020,dec20,4379,enterprise,year,0,1,0.0,18.99,1,18.99
325,2020,dec20,4382,enterprise,year,0,1,0.0,18.99,1,18.99
326,2020,dec20,4384,enterprise,year,1,0,18.99,0.0,-1,-18.99
327,2020,dec20,4386,smart,year,0,1,0.0,20.0,1,20.0
328,2020,dec20,4389,enterprise,year,0,1,0.0,18.99,1,18.99
329,2020,dec20,4397,smart,year,1,0,20.0,0.0,-1,-20.0
330,2020,dec20,4406,enterprise,year,0,1,0.0,18.99,1,18.99
331,2020,dec20,4410,enterprise,month,0,1,0.0,120.0,1,120.0
332,2020,dec20,4415,enterprise,year,0,1,0.0,18.99,1,18.99
333,2020,dec20,4419,smart,year,0,1,0.0,20.0,1,20.0
334,2020,dec20,4421,enterprise,year,0,1,0.0,18.99,1,18.99
335,2020,dec20,4423,smart,year,1,0,20.0,0.0,-1,-20.0
336,2020,dec20,4425,enterprise,year,0,1,0.0,18.99,1,18.99
337,2020,dec20,4432,smart,year,1,0,20.0,0.0,-1,-20.0
338,2020,dec20,4438,smart,year,0,1,0.0,20.0,1,20.0
339,2020,dec20,4440,enterprise,year,0,1,0.0,18.99,1,18.99
340,2020,dec20,4442,enterprise,year,1,0,18.99,0.0,-1,-18.99
341,2020,dec20,4445,smart,year,0,1,0.0,25.0,1,25.0
342,2020,dec20,4447,smart,year,1,0,20.0,0.0,-1,-20.0
343,2020,dec20,4449,smart,year,0,1,0.0,20.0,1,20.0
344,2020,dec20,4451,enterprise,month,0,1,0.0,10.99,1,10.99
345,2020,dec20,4455,enterprise,month,0,1,0.0,10.99,1,10.99
346,2020,dec20,4459,enterprise,year,1,0,18.99,0.0,-1,-18.99
347,2020,dec20,4472,enterprise,year,1,0,18.99,0.0,-1,-18.99
348,2020,dec20,4476,enterprise,year,0,1,0.0,18.99,1,18.99
349,2020,dec20,4478,smart,year,0,1,0.0,20.0,1,20.0
350,2020,dec20,4480,smart,year,1,0,20.0,0.0,-1,-20.0
351,2020,dec20,4482,smart,year,0,1,0.0,20.0,1,20.0
352,2020,dec20,4484,enterprise,year,0,1,0.0,18.99,1,18.99
353,2020,dec20,4491,enterprise,year,0,1,0.0,18.99,1,18.99
354,2020,dec20,4495,smart,year,0,1,0.0,20.0,1,20.0
355,2020,dec20,4507,smart,year,0,1,0.0,20.0,1,20.0
356,2020,dec20,4510,enterprise,year,0,1,0.0,18.99,1,18.99
357,2020,dec20,4514,enterprise,month,0,1,0.0,10.99,1,10.99
358,2020,dec20,4522,smart,year,0,1,0.0,20.0,1,20.0
359,2020,dec20,4527,smart,year,1,0,20.0,0.0,-1,-20.0
360,2020,dec20,4529,smart,year,1,0,20.0,0.0,-1,-20.0
361,2020,dec20,4531,enterprise,month,0,1,0.0,10.99,1,10.99
362,2020,dec20,4534,enterprise,year,0,1,0.0,18.99,1,18.99
363,2020,dec20,4537,smart,year,0,1,0.0,20.0,1,20.0
364,2020,dec20,4540,smart,year,0,1,0.0,20.0,1,20.0
365,2020,dec20,4543,enterprise,year,0,1,0.0,18.99,1,18.99
366,2020,dec20,4546,smart,year,1,0,20.0,0.0,-1,-20.0
367,2020,dec20,4547,enterprise,year,0,1,0.0,18.99,1,18.99
368,2020,dec20,4551,enterprise,year,1,0,18.99,0.0,-1,-18.99
369,2020,dec20,4559,smart,year,0,1,0.0,20.0,1,20.0
370,2020,dec20,4565,enterprise,year,0,1,0.0,19.99,1,19.99
371,2020,dec20,4570,smart,year,0,1,0.0,20.0,1,20.0
372,2020,dec20,4572,enterprise,year,0,1,0.0,40.0,1,40.0
373,2020,dec20,4580,enterprise,month,0,1,0.0,10.99,1,10.99
374,2020,dec20,4582,smart,year,0,1,0.0,20.0,1,20.0
375,2020,dec20,4586,smart,year,1,1,20.0,25.0,0,5.0
376,2020,dec20,4588,smart,year,1,0,20.0,0.0,-1,-20.0
377,2020,dec20,4592,smart,year,1,0,20.0,0.0,-1,-20.0
378,2020,dec20,4595,enterprise,year,0,1,0.0,18.99,1,18.99
